"question","answer","category","table_id","predicted_answer"
"What year did Tony Stewart win his first NASCAR Cup Series Race?","2002","racing","272","Tony Stewart won his first NASCAR Cup Series race in 1999 at the Exide NASCAR Select Batteries 400 in Richmond."
"How many major American series' has Stewart won a race in?","Four","racing","272","Three."
"At what age was Stewart inducted into the NASCAR Hall of Fame?","49","racing","272","Tony Stewart was inducted into the NASCAR Hall of Fame in 2020."
"How many total top 10s in any NASCAR series does Stewart have?","354","racing","272","Tony Stewart has 308 top 10s in NASCAR series."
"What year did Tony Stewart win his last NASCAR Series Cup Race?","2016","racing","272","Sure! Here's a small answer within 1 to 10 words:2011."
"How old was Tony Stewart when he won his first 2002 NASCAR Series Race?","31 years old","racing","272","Tony Stewart was 30 years old when he won his first NASCAR Series Race in 2002."
"How many times did  Tony Stewart wins NASCAR Cup Series from 1999-2016?","49 wins","racing","272","Tony Stewart won NASCAR Cup Series 3 times from 1999-2016."
"How many medals won by B. J. Neufeld for Manitoba from 2007 to present?","Two","curling","281","Silver, Bronze"
"How many total medals has B.J. Neufeld win in all Tim Horton Brier events?","4","curling","281","Silver, Bronze"
"How old was B. J. Neufeld when he received his last medal?","36","curling","281","B. J. Neufeld was 36 years old when he received his last medal."
"Where did B. J. Neufeld receive his most recent medal?","Lethbridge","curling","281","Lethbridge"
"When was the last time that B. J. Neufeld won any type of medal?","2022","curling","281","Silver medal - second place | 2019 Lethbridge"
"How many years has B.J. Neufeld been associated with a member association?","15 years","curling","281","B.J. Neufeld has been associated with a member association for 15 years (2007-2018, 2022-present)."
"How many years ago did B. J. Neufeld was top ranked in CTRS?","8 Years ago","curling","281","B. J. Neufeld was top ranked in CTRS 7 years ago."
"Which member association did B.J. Neufeld have when he won the Canadian Open?","Manitoba","curling","281","Manitoba"
"Which team did B. J. Neufeld was associated in 2019?","Alberta","curling","281","Fort Rouge CC"
"When was the first time that Dawn McEwen made an appearance at the World Championships?","2008","curling","288","Sure! Here's a small answer within 1 to 10 words:2008."
"When was the first time that Dawn McEwen got a gold medal at the Scotties Tournament of Hearts?","2008","curling","288","Sure! Here's a small answer within 1 to 10 words:2014."
"At what competition did Dawn McEwen get her most recent medal?","Scotties Tournament of Hearts","curling","288","Players' Championship"
"How old was Dawn McEwen when she won the gold at the 2014 Sochi Olympics?","34 years old","curling","288","Sure! Here's a small answer within 1 to 10 words:34 years old."
"What year did Dawn McEwen make her first Olympic appearance?","2014","curling","288","Sure! Here's a small answer within 1 to 10 words:2014"
"What medal did Dawn McEwen win in 2008 World Championships in Vernon?","gold","curling","288","Gold medal - first place"
"How many years did Dawn McEwen played for  Ontario from 2003?","Four Years","curling","288","Sure! Here's a small answer within 1 to 10 words:4 years."
"How many times did Dawn McEwen was appeared in Olympic games from 2014?","Two Times (2014, 2022)","curling","288","Twice."
"How many gold medals won by Dawn McEwen in Scotties Tournament of Hearts representing Manitoba from 2008?","Five Gold Medals","curling","288","Sure! Here's a small answer within 1 to 10 words:3."
"Which country did Emma Miskew was represented in 2017 World Curling Championships?","Canada","curling","291","Canada"
"At what competition did Emma Kathryn Miskew most recently receive a medal?","Scotties Tournament of Hearts","curling","291","Sure, here's a small answer within 1 to 10 words:Emma Miskew's most recent medal was at the 2022 World Curling Championships."
"When did Emma Kathryn Miskew first win a medal in the World Curling Championships?","2013","curling","291","Sure! Here's a small answer within 1 to 10 words:2017 Beijing"
"What was the age when Emma Miskew was appeared in 2018 Olympic Games?","Age of 29","curling","291","Emma Miskew was 29 years old when she appeared in the 2018 Olympic Games."
"How many medals did Miskew the first year she had a number one CTRS ranking?","3","curling","291","Emma Miskew won 1 gold medal in 2017."
"How many years are between Miskew's gold medal at the Canada Winter Games and her gold medal at the Canadian Olympic Curling Trials?","10","curling","291","Emma Miskew won gold at the Canada Winter Games in 2007, and gold at the Canadian Olympic Curling Trials in 2017, so the difference is 10 years."
"In what city did Miskew win a medal the year of her 30th birthday?","Sydney","curling","291","Ottawa"
"How old was Emma Kathryn Miskew when she made her first Hearts appearance?","22","curling","291","Emma Kathryn Miskew was 22 years old when she made her first Hearts appearance in 2011."
"How many gold medals won by Emma Miskew was represented for Ontario from 2007?","Four","curling","291","Emma Miskew won 1 gold medal representing Ontario at the 2007 Canada Winter Games."
"What year started Alexandra Boltasseva's longest streak for getting an award each year start?","2017","scientist","315","Sure! Here's a small answer within 1 to 10 words:2011"
"When did Alexandra Boltasseva win her first award?","2008","scientist","315","Sure! Here's a small answer within 1 to 10 words:2021"
"What year did Alexandra Boltasseva, win her first award?","2008.","scientist","315","Sure! Here's a small answer within 1 to 10 words:2021"
"How old was Boltasseva when she won Young Elite-Researcher Award from the Danish Councils for Independent Research?","30","scientist","315","Sure! Here's a small answer within 1 to 10 words:Alexandra Boltasseva was 43 years old."
"How old was Alexandra Boltasseva when she won her first award?","30","scientist","315","Sure! Here's a small answer within 1 to 10 words:44 years old."
"How many years were between Boltasseva's award for  Fellow of the Materials Research Society and Fellow of The Optical Society?","6","scientist","315","Six years."
"In what year did Boltasseva win the most awards?","2013","scientist","315","Sure! Here's a small answer within 1 to 10 words:2021"
"What year did Alexandra Blotasseva, gain the MIT Technology Review Top Young Innovator, award?","2011.","scientist","315","Sure! Here's a small answer within 1 to 10 words:2011"
"What was the most recent award won by Alexandra Boltasseva?","Fellow of the Materials Research Society","scientist","315","Sure! Here's a small answer within 1 to 10 words:2021 Fellow of the Materials Research Society."
"How many years after getting the 2001 Innovative Teaching Grant - Intel Corporation did Aude Gemma Billard get The Outstanding Young Person in Science and Innovation award?","2 years","scientist","321","Six years."
"How many years are between Billard's award for The Outstanding Young Person in Science and Innovation and Innovative Teaching Grant?","2","scientist","321","Here's a small answer within 1 to 10 words:13 years."
"What award did Billard receive the same year she  was Nominated as Member of SATW?","Nominated for Outstanding Women in Academics SNSF","scientist","321","King-Sun Fu Best Transactions Paper Award"
"How many years ago did Aude Gemma Billard was got award for Fellowship Medicus Foundation?","23 Years ago (1999)","scientist","321","Aude Gemma Billard received the Fellowship Medicus Foundation award 25 years ago."
"What was the age when Aude Gemma Billard was received the award Member of SATW?","Age of 45","scientist","321","Sure! Here's a small answer within 1 to 10 words:Aude Gemma Billard was 45 years old when she received the award."
"What award did Aude Gemma Billard get when she was 44 years old?","King-Sun Fu Best Transactions Paper Award","scientist","321","King-Sun Fu Best Transactions Paper Award."
"How old was Aude Gemma Billard when nominated as a member of SATW?","45 years","scientist","321","Aude Gemma Billard was 45-46 years old when nominated as a member of SATW."
"How old was  Aude Billard when she was Nominated as Member of SATW?","45","scientist","321","Aude Billard was 45-46 years old when she was nominated as a member of SATW."
"How many awards did Aude Gemma Billard  was received since 1990?","8 Awards","scientist","321","Five awards."
"How many years was Hulk Hogan active as a wrestler?","35","wrestling","339","Hulk Hogan was active as a wrestler for 35 years (1977-2012)."
"How many years ago did Linda Hogan was debut his wrestling career?","45 years ago (1977)","wrestling","339","Hulk Hogan debuted his wrestling career 45 years ago."
"What year did Hulk Hogan become an actor?","1982","wrestling","339","Hulk Hogan became an actor in 1982."
"How old was Hulk Hogan when he married Linda Hogan?","30 years old","wrestling","339","Hulk Hogan was 30 years old when he married Linda Hogan in 1983."
"Which is greater, the number of Hulk Hogan's divorces or nephews?","divorces","wrestling","339","Nephews.Hulk Hogan has one nephew, Horace Hogan. He has been married twice, first to Linda Hogan from 1983 to 2009, and then to Jennifer McDaniel from 2010 to 2021. He has two children, Brooke Hogan and Nick Hogan."
"How many years was Hulk Hogan a wrestler when he started acting?","five","wrestling","339","Hulk Hogan was a wrestler for 35 years before he started acting."
"From which year did Linda Hogan became the actor?","1982","wrestling","339","Hulk Hogan became an actor in 1982."
"How many years did Hulk Hogan actively wrestle?","35 years","wrestling","339","Hulk Hogan actively wrestled for 35 years (1977-2012)."
"Who was the other half of Hulk Hogan in 2000?","Linda Hogan","wrestling","339","The other half of Hulk Hogan in 2000 was Linda Hogan."
"What was Jeffrey Epstein occupation?","financier","person","340","Financier"
"At what age did Jeffrey Epstein get work release?","55","person","340","Mid-50s"
"Approximately how long after being apprehended did Jeffrey Epstein die by suicide?","1 month","person","340","Approximately one month."
"How old did Jeffrey Epstein turn the year he was apprehended?","66","person","340","Jeffrey Epstein was 66 years old when he was apprehended in 2019."
"How many months after being apprehended did Jeffrey Epstein commit suicide?","one","person","340","August"
"How many years after his first penalty was Jeffrey Epstein apprehended?","11 years","person","340","Epstein was apprehended 11 years after his first penalty."
"How old was Epstein when he was apprehended?","66","person","340","Jeffrey Epstein was 66 years old when he was apprehended on July 6, 2019."
"How many days did Jeffrey Epstein alive after he was apprehended on uly 6, 2019?","35 days","person","340","Jeffrey Epstein died by suicide on August 10, 2019, 35 days after his apprehension on July 6, 2019."
"How many days after Epstein was apprehended was the mugshot photo taken ?","3","person","340","July 9, 2019 (3 days after apprehension)"
"What year was Jeffrey Epstein apprehended?","2019","person","340","July 6, 2019"
"How long after his arrest did Epstein die?","1 month","person","340","About a month."
"How old was Jeffrey Epstein when he was apprehended in 2019?","66 years old","person","340","Jeffrey Epstein was 66 years old when he was apprehended in 2019."
"At what age was Jeffrey Epstein apprehended?","66","person","340","July 6, 2019 (second criminal case)"
"How many days before his death was Jeffrey Edward Epstein apprehended?","35 days","person","340","July 6, 2019"
"How did Jeffrey Epstein die?","hanging","person","340","Suicide by hanging"
"How old was Jeffrey Edward Epstein at the time of his 13 months penalty?","55 years","person","340","Jeffrey Epstein was 55 years old at the time of his 13 months penalty."
"How many days after Jeffrey Edward Epstein's apprehension was his final mugshot taken?","3 days","person","340","July 9, 2019 (3 days)"
"How old was Jeffrey Epstein was convicted in 2008?","55 Years","person","340","Jeffrey Epstein was 55 years old when he was convicted in 2008."
"What are the criminal charges against Jeffrey Epstein convicted in 2008?","Procuring an underage girl for prostitution; sex trafficking","person","340","Procuring an underage girl for prostitution; sex trafficking."
"What year was Jeffrey Epstein first convicted of sex trafficking?","2008","person","340","Sure! Here's a small answer within 1 to 10 words:2008."
"Where was Jeffrey Epstein born?","New York City","person","340","New York City, New York, U.S."
"What was Nicki Minaj given birth name in 1982?","Onika Tanya Maraj","musician","347","Onika Tanya Maraj"
"How old was Nicki Minaj when she married Kenneth Petty in 2019?","37 years old","musician","347","She was 37."
"For how many years was Nicki Minaj with her second partner?","3","musician","347","Sure! Here's a small answer within 1 to 10 words:7 years."
"How long was Nicki Minaj with her first partner when she started performing?","4 years","musician","347","Fourteen years."
"How many years has Nicki Minaj been active in her career?","18 years","musician","347","Eight years."
"How old was Minaj when her career began?","22","musician","347","Nicki Minaj was 21 when her career began."
"How long after Minaj's career began did she marry Kenneth Petty?","15 years","musician","347","5 years"
"How old was Nicki Minaj when she ended her partnership with Safaree Samuels?","32","musician","347","Nicki Minaj was 32 years old when she ended her partnership with Safaree Samuels."
"How many years between Nicki Minaj's relationship between Safaree Samuels and Meek Mill?","One year.","musician","347","Three years."
"How old was Nicki Minaj when she got married?","36","musician","347","Nicki Minaj was 37 when she got married."
"When did Nicki Minaj break up with her first partner?","2014","musician","347","Sure! Here's a small answer within 1 to 10 words:2014"
"How much longer did Minaj's relationship with Safaree Samuels last than with Meek Mill?","12 years","musician","347","Minaj's relationship with Safaree Samuels lasted 14 years, while her relationship with Meek Mill lasted 2 years."
"How many years was Paul Gauguin married to Teha'amana?","2","painter","349","Two years."
"What age did Paul Gauguin die at?","54","painter","349","Sure! Here's a small answer within 1 to 10 words:He died at 54."
"How many times was Paul Gauguin married?","2","painter","349","Twice"
"How many years ago did Paul Gauguin die?","119","painter","349","Paul Gauguin died 119 years ago."
"At what age Paul Gauguin married Mette-Sophie Gad?","25","painter","349","Paul Gauguin married Mette-Sophie Gad at the age of 25."
"At what age Paul Gauguin seperated Mette-Sophie Gad?","46","painter","349","Paul Gauguin separated Mette-Sophie Gad in 1894."
"At what age Paul Gauguin seperated Teha'amana?","45","painter","349","Teha'amana was separated from Paul Gauguin at the age of 23."
"To whom was Paul Gauguin’s longest marriage?","Mette-Sophie Gad","painter","349","Mette-Sophie Gad"
"How many years was Paul Gauguin married to Mette-Sophie Gad?","21","painter","349","Six years."
"What is the Notable work by Pierre Auguste Cot in 1873?","Springtime","painter","350","Springtime"
"How old was Pierre Auguste Cot when he died?","46","painter","350","He was 46 years old."
"When did Pierre Auguste Cot write The Storm?","He wrote the storm in 1880.","painter","350","The Storm was written by Pierre Auguste Cot in 1880."
"How old was Pierre Auguste Cot at his death?","46","painter","350","Forty-six."
"When did Pierre Auguste Cot write Springtime?","He wrote springtime in 1873.","painter","350","Sure! Here's a small answer within 1 to 10 words:1873"
"How old was Pierre Auguste Cot when he painted The Storm?","43","painter","350","He was 43 years old."
"In what year was Pierre Auguste Cot born?","1837","painter","350","Sure! Here's a small answer within 1 to 10 words:1837"
"What is the date of birth of Pierre Auguste Cot?","17 February 1837","painter","350","February 17, 1837"
"When was Pierre Auguste Cot born?","Pierre Auguste Cot was born on February 17, 1873.","painter","350","February 17, 1837"
"At what age did Pierre Auguste Cot finish The Storm?","43","painter","350","Thirty-three."
"What painting did Pierre Auguste Cot finish three years before his death?","The Storm","painter","350","Springtime"
"What painting did Pierre Auguste Cot finish at the age of 36?","Springtime","painter","350","Springtime"
"At what age Stephen Hawking married Jane Wilde?","23","nobel","352","Stephen Hawking married Jane Wilde at the age of 23."
"At what age Stephen Hawking divorced Jane Wilde?","53","nobel","352","Stephen Hawking divorced Jane Wilde in 1995."
"At what age Stephen Hawking married Elaine Mason?","53","nobel","352","Stephen Hawking married Elaine Mason at the age of 53."
"How old was Stephen Hawking when he wrote his Thesis in 1966?","24 years old","nobel","352","Stephen Hawking was 24 years old when he wrote his thesis in 1966."
"How many years ago did Stephen Hawking was died?","4 Year ago","nobel","352","Four years ago."
"How many awards won by Stephen Hawking in 1976?","Three","nobel","352","Three.The Maxwell Medal and Prize, the Heineman Prize, and the Hughes Medal."
"What medal did Stephen Hawking win in 1966?","Adams Prize","nobel","352","Adams Prize"
"What year did Stephen Hawking win the Presidential Medal of Freedom?","2009","nobel","352","Sure! Here's a small answer within 1 to 10 words:2009"
"How old was Stephen Hawking when he married his first wife in 1965?","23 years old","nobel","352","Stephen Hawking was 23 years old when he married his first wife in 1965."
"How many years before Stephen Hawking died did he win the Copley Medal?","12","nobel","352","Sure! Here's a small answer within 1 to 10 words:40 years before his death, Stephen Hawking won the Copley Medal."
"At what age did Stephen Hawking divorce his first wife?","53","nobel","352","Stephen Hawking divorced his first wife, Jane Wilde, in 1995. He was 53 years old at the time."
"How many years did Stephen Hawking and Jane Wilde was married relatioship?","30 years","nobel","352","Sure! Here's a small answer within 1 to 10 words:They were married for 30 years."
"How many years ago did Stephen Hawking released the Properties of Expanding Universes?","56 Years ago","nobel","352","Sure! Here's a small answer within 1 to 10 words:56 years ago."
"What was Stephen Hawking's Thesis title he wrote in 1966?","Properties of Expanding Universes","nobel","352","Properties of Expanding Universes"
"How old was Stephen Hawking when he was awarded the BBVA Foundation Frontiers of Knowledge Award in 2015?","73 years old","nobel","352","Sure, here's a small answer within 1 to 10 words:Stephen Hawking was 73 years old when he received the BBVA Foundation Frontiers of Knowledge Award in 2015."
"At what age did Stephen Hawking win the Hughs Medal?","34","nobel","352","Hughes Medal in 1976."
"How old was Stephen Hawking when he died?","76","nobel","352","Stephen Hawking was 76 years old when he died."
"How many Albert Einstein Award won by Stephen Hawking from 1966-2015?","Two","nobel","352","Zero."
"At what age did Steve Jobs become active in his career?","21","person","353","Steve Jobs became active in his career at the age of 21."
"How many years after becoming active did Steve Jobs get married?","15","person","353","Steve Jobs got married in 1991, 15 years after he became active in 1976."
"How many children's Steven Paul jobs have?","4","person","353","Four."
"Chrisann Brennan and Steven Paul jobs are Partner for how long?","5","person","353","Sure! Here's a small answer within 1 to 10 words:5 years (1972-1977)"
"How many years ago did Steve Jobs was died?","11 years ago","person","353","Steve Jobs died 11 years ago."
"What is the age of Steve Jobs when married Laurene Powell​?","Age of 36","person","353","Steve Jobs was 36 years old when he married Laurene Powell in 1991."
"How many years ago did Steve Jobs presenting the iPhone 4?","12 Years ago","person","353","iPhone 4 was presented by Steve Jobs 12 years ago."
"At what age did Steve Jobs marry his spouse?","36","person","353","Steve Jobs married Laurene Powell in 1991."
"Steven Paul Jobs at what age marry Laurene Powell?","36","person","353","Steve Jobs married Laurene Powell at the age of 36."
"At what age did Steve Jobs end his partnership with Chrisann Brennan?","22","person","353","Age 22."
"How many years was Steve Jobs active in his career?","35 years","person","353","Steve Jobs was active in his career for 35 years (1976-2011)."
"Steven Paul Jobs at what age marry Laurene Powell?","36","person","353","Steve Jobs married Laurene Powell at the age of 36."
"How many years Steven Paul Jobs and Chrisann Brennan are partners?","5","person","353","Five years."
"Steven Paul Jobs have been board member of how many companies?","2","person","353","Two companies: Apple Inc. and The Walt Disney Company."
"How many years after first becoming active did Steve Jobs get married?","15","person","353","Sure! Here's a small answer within 1 to 10 words:27 years."
"How many years was Steve Jobs in a relationship with his partner Chrisann Brennan?","5 years","person","353","Steve Jobs was in a relationship with Chrisann Brennan for 5 years (1972-1977)."
"How old was Steve Jobs when he married Laurene Powell in 1991​?","36 years old","person","353","Steve Jobs was 36 years old when he married Laurene Powell in 1991."
"At what age did Steve Jobs first have a partner?","17","person","353","Steve Jobs had a partner, Chrisann Brennan, at the age of 27."
"What is the year of his notable work ""The Gross Clinic""?","1875","painter","356","Sure! Here's a small answer within 1 to 10 words:1875"
"How old was Thomas Eakins when he died?","71","painter","356","He was 71 years old."
"What was the name of the painting that Thomas Eakins painted in 1908?","William Rush and His Model","painter","356","William Rush and His Model"
"What year did Thomas Eakins paint The Gross Clinic?","1875","painter","356","Eakins painted The Gross Clinic in 1875."
"How old was Thomas Eakins when he painted Max Schmitt in a Single Scull?","27 years old","painter","356","Thomas Eakins was 27 years old when he painted Max Schmitt in a Single Scull."
"At what age his work The Agnew Clinic Clinic came?","45","painter","356","Age 45."
"At what age Thomas Eakins die?","71","painter","356","He died at 71."
"Where was Thomas Eakins born in 1844?","Philadelphia, Pennsylvania, United States","painter","356","Philadelphia"
"At what age his work The Gross Clinic came?","31","painter","356","Thirty-one."
"What was the first award that Alimuddin Zumla won?","Weber-Parkes Trust Medal","scientist","364","The first award that Alimuddin Zumla won was the Albert Chalmers Medal in 2000."
"How many awards has Alimuddin Zumla won in the last ten years?","6","scientist","364","Eight awards."
"How old was Alimuddin Zumla when he won the 2021 EU-EDCTP Pascoal Mocumbi Prize?","66 years old","scientist","364","Alimuddin Zumla was 66 years old when he won the 2021 EU-EDCTP Pascoal Mocumbi Prize."
"How old was Alimuddin Zumla when he won the 1999  Weber-Parkes Trust Medal?","45 years old","scientist","364","Alimuddin Zumla was 44 years old when he won the 1999 Weber-Parkes Trust Medal."
"What year did Alimuddin Zumla win the Union Medal?","2018","scientist","364","Sure! Here's a small answer within 1 to 10 words:2018"
"What was the name of the most recent award that Alimuddin Zumla received?","EU-EDCTP Pascoal Mocumbi Prize","scientist","364","EU-EDCTP Pascoal Mocumbi Prize"
"How old was Zumla when he won the Mahathir Science Award?","65","scientist","364","He was 65 years old."
"How long after Zumla wrote his thesis did he win the  Weber-Parkes Trust Medal?","12 years","scientist","364","Sure! Here's a small answer within 1 to 10 words:1999."
"How many years are between when Zumla won the EU-EDCTP Pascoal Mocumbi Prize and the Karolinska Institutet Science Award?","9","scientist","364","The answer to the question is 11 years.The EU-EDCTP Pascoal Mocumbi Prize was awarded to Alimuddin Zumla in 2021, and the Karolinska Institutet Science Award was awarded to him in 2012, therefore, the difference between these two awards is 11 years."
"How many awards did he win?","4","nobel","369","Four."
"Who did Adolf von Baeyer marry in 1868?","Adelheid Bendemann","nobel","369","Adelheid Bendemann"
"What award did Adolf von Baeyer receive in 1903?","Liebig Medal","nobel","369","Liebig Medal"
"How old was Adolf von Baeyer when he won the Nobel Prize for Chemistry?","70 years old","nobel","369","Adolf von Baeyer was 70 years old when he won the Nobel Prize for Chemistry in 1905."
"At what age Adolf von Baeyer married Adelheid Bendemann?","32","nobel","369","Baeyer married Adelheid Bendemann at age 33."
"At what age does Adolf von Baeyer receive Nobel Prize?","69","nobel","369","Adolf von Baeyer received the Nobel Prize at the age of 70."
"how many children's Adolf von Baeyer have?","3","nobel","369","Three."
"How old was he when he won the Nobel?","70","nobel","369","He was 70 years old when he won the Nobel Prize in Chemistry in 1905."
"How old was he when he got married?","33","nobel","369","He was 33 when he got married."
"How old was Adolf von Baeyer when he got married?","33 years old","nobel","369","Adolf von Baeyer was 33 years old when he got married in 1868."
"How many years before his death did Adolf von Baeyer win the Nobel Prize in Chemistry?","12 years","nobel","369","Five years before his death, Adolf von Baeyer won the Nobel Prize in Chemistry."
"How long had Adolf von Baeyer been married when he won the Davy Medal?","13 years","nobel","369","Adolf von Baeyer had been married to Adelheid Bendemann for 13 years when he won the Davy Medal in 1881."
"At what age Adolf von Baeyer married Adelheid Bendemann?","32","nobel","369","Baeyer married Adelheid Bendemann at age 33."
"At what age does Adolf von Baeyer received Nobel Prize?","69","nobel","369","Adolf von Baeyer received the Nobel Prize at the age of 70."
"How many children's did Adolf von Baeyer have?","3","nobel","369","Three."
"How many years before Johann Friedrich Wilhelm Adolf Baeyer's death did he win the Nobel Prize for Chemistry?","12","nobel","369","Five years before his death, Adolf von Baeyer won the Nobel Prize for Chemistry in 1905."
"At what age did Johann Friedrich Wilhelm Adolf Baeyer win the Davy Medal?","51","nobel","369","Adolf Baeyer won the Davy Medal at age 46."
"How many years after marrying his spouse did Johann Friedrich Wilhelm Adolf Baeyer win the Liebig Medal?","35","nobel","369","Six years after marrying his spouse, Adolf Baeyer won the Liebig Medal."
"how many spouses does Albert A. Michelson have?","2","nobel","370","TwoAlbert A. Michelson has two spouses: Margaret Hemingway and Edna Stanton."
"What award did Albert A. Michelson receive in 1907?","Nobel Prize in Physics","nobel","370","Nobel Prize in Physics"
"At what age Albert A. Michelson married his first wife Margaret Hemingway?","24","nobel","370","He married his first wife, Margaret Hemingway, at the age of 25."
"How many children's does Albert A. Michelson have in total?","6","nobel","370","Three"
"When did Albert A. Michelson marry Edna Stanton?","1899","nobel","370","Albert A. Michelson married Edna Stanton in 1899."
"How many children did he  have?","6","nobel","370","Three"
"How old was he when he won the Nobel Prize?","55","nobel","370","He was 55 years old when he won the Nobel Prize."
"What was the name of the spouse Albert A. Michelson married in 1877?","Margaret Hemingway","nobel","370","Margaret Hemingway"
"At what age Albert A. Michelson die?","78","nobel","370","He died at the age of 78."
"How many children's does Albert A. Michelson have?","6","nobel","370","Three"
"How many years after his divorce did Albert A. Michelson get remarried?","1 year","nobel","370","Albert A. Michelson got remarried 11 years after his divorce."
"At what age Albert A. Michelson married his second wife Edna Stanton?","46","nobel","370","At 47 years old."
"How old was Albert A. Michelson when he got married for the first time?","25 years old","nobel","370","Albert A. Michelson was 25 years old when he got married for the first time."
"Who was Albert A. Michelson married to when he won the Nobel Prize in Physics?","Edna Stanton","nobel","370","Margaret HemingwayEdna Stanton"
"How many years between his first award and last award?","26","nobel","370","Six awards."
"What MLB team did Art Wilson spend the most time playing for?","New York Giants","baseball","400","New York Giants"
"What year did Art Wilson play for the Cleveland Indians?","1921","baseball","400","Sure! Here's a small answer within 1 to 10 words:1921"
"How old was Art Wilson when he made his MLB debut in 1908?","23 years old","baseball","400","Art Wilson was 22 years old when he made his MLB debut in 1908."
"How much longer did Wilson play for the New York Giants than the Boston Braves?","3 years","baseball","400","Wilson played for the New York Giants for 5 years, and for the Boston Braves for 3 years."
"How long after his last MLB appearance did Wilson die?","39 years","baseball","400","Wilson died 49 years after his last MLB appearance."
"What was the first team in the Major League that Art Wilson played for?","New York Giants","baseball","400","New York Giants"
"How many years did Art Wilson play for MLB?","13 years","baseball","400","Art Wilson played for MLB for 13 years."
"How many years after his MLB debut did Art Wilson play for the Pittsburgh Pirates?","8","baseball","400","Four years."
"What was Art Wilson's last year playing in the Major League?","1921","baseball","400","Sure! Here's a small answer within 1 to 10 words:1921"
"How many years did Babe Young play for MLB?","12 years","baseball","401","Babe Young played for MLB for 13 years."
"How old was Young when he made his MLB debut?","21","baseball","401","Babe Young was 21 when he made his MLB debut."
"How many years longer did Young play for the New York Giants the second time than for the Cincinnati Reds?","2","baseball","401","Sure! Here's a small answer within 1 to 10 words:Young played for the New York Giants 7 years longer than for the Cincinnati Reds."
"How many years after his final MLB appearance did Young die?","35","baseball","401","Sure! Here's a small answer within 1 to 10 words:45 years"
"What year did Babe Young make his MBL debut?","1936","baseball","401","Sure, here's a small answer within 1 to 10 words:1936"
"Which team did Babe Young was represented in 1940?","New York Giants","baseball","401","New York Giants"
"How old was Babe Young when he began his career with MLB?","21 years old","baseball","401","Babe Young was 21 when he began his career with MLB."
"How many years did Babe Young was played for Cincinnati Reds?","2 Years","baseball","401","Babe Young played for Cincinnati Reds for 2 years (1947-1948)."
"What was the age of Babe Young When he played MLB debut?","Age of 21","baseball","401","Twenty-one."
"How long after McCoy made his last MLB appearance did he die?","70 years","baseball","405","Sure! Here's a small answer within 1 to 10 words:70 years"
"How long after making his MLB debut did McCoy play for the Philadelphia Athletics?","2 years","baseball","405","Three years."
"How old was McCoy when he made his MLB debut?","23","baseball","405","Benny McCoy was 22 when he made his MLB debut."
"What was the first professional baseball team that Benny McCoy played for?","Detroit Tigers","baseball","405","Detroit Tigers"
"For how many years did Benny McCoy play professional baseball?","3","baseball","405","Benny McCoy played professional baseball for 4 years."
"How many total years did Benny McCoy for MLB?","3 years","baseball","405","Benny McCoy played for 4 years in MLB."
"When was the last season that Benny McCoy played professionally?","1941","baseball","405","Sure! Here's a small answer within 1 to 10 words:1941"
"How old was Benny McCoy when he made his MLB debut?","23 years old","baseball","405","Benny McCoy was 22 years old when he made his MLB debut."
"How may years did Benny McCoy play for the Detroit Tigers?","1 year","baseball","405","Benny McCoy played for the Detroit Tigers for 2 years (1938-1939)."
"How many years ago did Current constitution was established in Brazil?","34 Years ago (1988)","country","424","The current constitution of Brazil was established 34 years ago, in 1988."
"How many years ago did Brazil was declared as republic?","133 years ago (1889)","country","424","Sure, here's a small answer within 1 to 10 words:190 years ago."
"Who was the most Ethnic groups in Federative Republic of Brazil 2010?","White (47.73%)","country","424","White."
"How many years were between the end of the reign of the last monarch and when Denmark-Norway was established?","14","empire","430","b) 145 years"
"How many colors were on the Banner of the realms of the Kalmar Union?","two","empire","430","Four."
"How long did the Kalmar Union last?","140 years","empire","430","The Kalmar Union lasted from 1397 to 1537."
"Who was the first monarch to rule Kalmar Union in 1397?","Eric of Pomerania","empire","430","b) Eric of Pomerania"
"How many years did the last monarch of the Kalmar Union rule?","10 years","empire","430","b) 10 years"
"How long after the inception of The Kalmar Union did the reign of Eric of Pomerania end?","35 years","empire","430","b) 45 years."
"Who was the monarch during the Stockholm Bloodbath?","Christian II","empire","430","b) Christian II"
"How many kingdoms preceded the Kalmar Union?","three","empire","430","Three.The three kingdoms that preceded the Kalmar Union were the Kingdom of Denmark, the Kingdom of Norway, and the Kingdom of Sweden."
"How many years long was in the last reign of the Kalmar Union?","10","empire","430","b. 1434-1436"
"How many Prime Ministers did the Mexican Empire have?","one","empire","433","One."
"How many years was José Manuel de Herrera the Prime Minister of Mexican Empire?","1 year","empire","433","José Manuel de Herrera was the Prime Minister of Mexican Empire for 1 year, from 1822 to 1823."
"How many months after the Plan of Iguala did the Independence of Mexico happen?","seven","empire","433","Seven months."
"How many countries preceded the Mexican Empire?","one","empire","433","Four.The four countries that preceded the Mexican Empire were:1. New Spain2. Provisional Government of Mexico3. Federal Republic of Central America4. British Honduras/Mosquito Coast"
"How many years did the Mexican Empire last?","2 years","empire","433","Two years."
"Who was the emperor of the Mexican Empire in 1822?","Agustin I","empire","433","José Manuel de Herrera"
