"question","answer","category","table_id","predicted_answer"
"How old was Harumafuji Kōhei when he made his debut?","17 years old","sumo","139","Harumafuji Kōhei was 17 years old when he made his debut in January 2001."
"How many months after his 28th birthday did Harumafuji Kōheid achieve the rank of Yokozuna?","7","sumo","139","Seven months."
"How many special prizes won Harumafuji Kōhei since 2001?","9 Prizes","sumo","139","Four."
"How many years ago did Harumafuji Kōhei was debut as Sumo Wrestler?","21 Years ago (2001)","sumo","139","Harumafuji Kōhei debuted as a Sumo Wrestler 21 years ago."
"How many years were between Harumafuji Kōheid debut and his retirement?","11","sumo","139","Six years."
"How long after achieving his highest rank did Kaiō Hiroyuki retire?","11 years","sumo","145","July 2011 - 2000 = 11 years"
"How many months after turning 28 did Kaiō Hiroyuki achieve Ōzeki?","2","sumo","145","Kaiō Hiroyuki achieved Ōzeki 4 months after turning 28."
"How old was Kaiō Hiroyuki when he made his debut?","16 years old","sumo","145","Kaiō Hiroyuki was 15 years old when he made his debut in March 1988."
"How long after Kaiō Hiroyuki made his debut did he retire?","23 years","sumo","145","Kaiō Hiroyuki retired 23 years after his debut."
"How old was Kaiō Hiroyuki when he retired?","39 years old","sumo","145","Forty-nine."
"How many years ago did Kaiō Hiroyuki first debut in sumo wrestling?","34 Years ago","sumo","145","Kaiō Hiroyuki first debuted in sumo wrestling 34 years ago."
"When did Kaiō Hiroyuki was got highest rank in sumo wrestling?","September 2000","sumo","145","September 2000"
"How old was Kaiō Hiroyuki during the year of his debut?","16","sumo","145","Hiroyuki Koga was 15 years old when he made his debut in March 1988."
"How many gold stars won by Kaiō Hiroyuki as on may 2011?","Six","sumo","145","Six."
"How old was Kitanoumi Toshimitsu when he retired?","32 years old","sumo","148","Kitanoumi Toshimitsu was 31 years old when he retired in January 1985."
"What year did Kitanoumi Toshimitsu obtain his highest rank?","1974","sumo","148","July 1974"
"How old was Kitanoumi Toshimitsu when he made his debut?","24 years old","sumo","148","Kitanoumi Toshimitsu was 14 years old when he made his debut in January 1967."
"How many months before his 14th birthday was Obata's debut?","4","sumo","148","Nine months."
"How many years before Obata's death did he retire?","10","sumo","148","January 1985 - November 20, 2015 = 30 years"
"How many years did Kitanoumi Toshimitsu was played as sumo wrestler?","18 Years","sumo","148","Kitanoumi Toshimitsu played as a sumo wrestler for 18 years."
"How old was Toshimitsu Obata when he was Yokozuna?","21","sumo","148","Kitanoumi Toshimitsu was 21 years old when he became Yokozuna in July 1974."
"What was the age when Kitanoumi Toshimitsu played his debut?","Age of 14","sumo","148","Kitanoumi Toshimitsu was 14 years old when he played his debut in January 1967."
"How many years ago did Kitanoumi Toshimitsu was retired?","37 Years ago (1985)","sumo","148","Kitanoumi Toshimitsu retired 37 years ago."
"How many gold stars won by Tochiazuma Daisuke as on may 2007?","Four","sumo","169","Four."
"What was the age when Tochiazuma Daisuke was retired from sumo?","31 Years","sumo","169","Age 30"
"How many years into his career did Tochiazuma Daisuke have his highest rank?","8","sumo","169","Six years."
"How old was Daisuke Shiga in the year of his professional debut?","18","sumo","169","Daisuke Shiga was 18 years old in the year of his professional debut."
"How long before he retired did Daisuke Shiga achieve his highest rank?","5 years","sumo","169","Five years."
"How many months prior to his 31st birthday did Daisuke Shiga retire?","6","sumo","169","Five months."
"How old was Tochiazuma Daisuke when he made his debut?","18","sumo","169","He was 18 years old."
"How many years did Tochiazuma Daisuke was played as sumo wrestler?","13 Years","sumo","169","Thirteen years."
"How many years did Tochiazuma Daisuke wrestle for?","13","sumo","169","Thirteen years."
"How old was Aminishiki Ryūji when he made his debut?","19 years old","sumo","180","Ryūji was 18 years old when he made his debut in January 1997."
"How long was Aminishiki Ryūji involved in his sport before retiring?","22 years","sumo","180","Aminishiki Ryūji was involved in sumo for 22 years before retiring in 2019."
"When did Aminishiki Ryūji fight his first official fight?","January, 1997","sumo","180","January 1997"
"How long after his debut did Aminishiki Ryūji achieve the rank of Sekiwake?","10 years","sumo","180","September 2007"
"How many months before his 41st birthday did Aminishiki Ryūji retire?","3","sumo","180","July 2019 - 41st birthday = 4 months."
"How old was Aminishiki Ryūji when he made his debut?","19","sumo","180","Aminishiki Ryūji was 18 years old when he made his debut in January 1997."
"How many years was Aminishiki Ryūji active in his career before retiring in 2019?","22 years","sumo","180","Aminishiki Ryūji was active in his career for 22 years before retiring in 2019."
"How old was Aminishiki Ryūji during his debut?","19","sumo","180","Aminishiki Ryūji was 18 years old during his debut in January 1997."
"How old was Aminishiki Ryūji when he retired?","41 years old","sumo","180","Aminishiki Ryūji was 40 years old when he retired in July 2019."
"How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?","6 years (2 terms)","political party","182","Sure, here's a small answer within 1 to 10 words:Joe Biden has held the Chair of the Senate Foreign Relations Committee for 6 years."
"What positions did Joe Biden hold in 2008?","The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee","political party","182","Vice President"
"How many ideologies do Citizen Revolution Movement believe in since 2010?","9","political party","182","Six."
"What was Citizen Revolution Movement affiliated with in 2009?","PAIS Alliance","political party","182","PAIS Alliance"
"What political arm has the biggest proportion of Citizen Revolution Movement representation?","The National Assembly","political party","182","National Assembly"
"What nation does the Citizen Revolution Movement represent?","Ecuador","political party","182","Ecuador"
"How long did it take from the founding of the party to it being formally registered?","6 years","political party","182","It took 5 years for the Citizen Revolution Movement to be formally registered, from its founding in 2010 to its registration in 2016."
"How long did it take for Citizen Revolution Movement to be registered since the organication was historically founded?","6 years","political party","182","It took 5 years for Citizen Revolution Movement to be registered since its historical founding."
"Who was Joe Biden married to when he was first elected to the Senate?","Unmarried","political party","182","Neilia Hunter"
"How old is the Ba'ath Party?","75 years old","political party","183","The Ba'ath Party is 75 years old."
"What percentage of the Council of Ministers is held by Ba'ath Party members?","90%","political party","183","Ba'ath Party members hold 27 out of 30 seats in the Council of Ministers, which is 90% of the total seats."
"Is Ba'ath Party membership increasing or decreasing?","Increasing","political party","183","Increasing."
"How long did Ba'ath Brigades become paramilitary wing of Arab Socialist Ba'ath Party – Syria Region?","6 years","political party","183","Ba'ath Brigades became paramilitary wing of Arab Socialist Ba'ath Party – Syria Region from 2012 to 2018.Here's a small answer within 1 to 10 words: 6 years."
"How many people were involved in the founding of Arab Socialist Ba'ath Party – Syria Region in 1947?","2","political party","183","Three.Michel Aflaq, Salah al-Din al-Bitar, and Akram al-Hawrani were the founders of the Arab Socialist Ba'ath Party – Syria Region in 1947."
"What positions did Joe Biden hold in 2008?","The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee","political party","183","Joe Biden held the position of Vice President of the United States in 2008."
"What was the paramilitary wing of Arab Socialist Ba'ath Party in 2014?","Ba'ath Brigades","political party","183","Ba'ath Brigades"
"How many parties does Joe’s Biden’s is associated with in his entire lifetime?","one","political party","183","Two."
"What was the relationship status of Joe Biden in 1979?","Married to Jill Jocabs","political party","183","Not applicable. Joe Biden's relationship status in 1979 was not related to the Ba'ath Party or its political activities."
"How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?","6 years (2 terms)","political party","184","Sure, here's a small answer within 1 to 10 words:3 terms."
"Who did the United Sabah Party ally with in 2021","They allied with Barisan Nasional","political party","184","Perikatan Nasional"
"What political position did the United Sabah Party hold in 1195","They were in agreement with Gagasan Rakyat","political party","184","Centre-right"
"If you subtract the number of United Sabah Party members in the Sabah State Legislative Assembly from the 2021 membership of the United Sabah Party, what number are you left with?","449,993","political party","184","Sure! Here's a small answer within 1 to 10 words:450,000 - number of United Sabah Party members in 2021."
"How many years after Barisan Nasional was first part of the political position of the United Sabah Party did Gabungan Rakyat Sabah become regional allies of the United Sabah Party?","35","political party","184","Sure, here's a small answer within 1 to 10 words:20 years."
"What year did the United Sabah Party split from the Sabah People's United Front","The year of 1985","political party","184","The United Sabah Party split from the Sabah People's United Front in 1985."
"What is the total number of maximum people if you add all the Chief Ministers of Malaysia to all the Dewan Negara?","83","political party","184","The total number of maximum people if you add all the Chief Ministers of Malaysia to all the Dewan Negara is 13 + 70 = 83."
"How many years after the second marriage did Joe Biden become POTUS?","44 years","political party","184","Sure! Here's a small answer within 1 to 10 words:Joe Biden became POTUS 32 years after his second marriage."
"What was the relationship status of Joe Biden in 1979?","Married to Jill Jocabs","political party","184","Single."
"What was the League of Communists of Yugoslavia's national affiliation during the fourth year of the military wing Yugoslav Partisans?","People's Front","political party","185","People's Front"
"The headquarters newspaper Borba for the League of Communists of Yugoslavia started how many years after the league was founded?","2","political party","185","The headquarters newspaper Borba for the League of Communists of Yugoslavia started 2 years after the league was founded."
"The League of Communists of Yugoslavia was dissolved how many years after the last year of the Cominform international affiliation?","42","political party","185","The League of Communists of Yugoslavia was dissolved 32 years after the last year of the Cominform international affiliation."
"How long after the League of Communists of Yugoslavia was founded did its newspaper begin?","3 years","political party","185","Sure! Here's a small answer within 1 to 10 words:3 years after the League of Communists of Yugoslavia was founded, its newspaper began."
"How much longer did the People's Front national affiliation last than the Cominform international affiliation?","8 years","political party","185","The People's Front national affiliation lasted 9 years longer than the Cominform international affiliation."
"How many years after the Yugoslav Partisans military wing ended was the League of Communists of Yugoslavia dissolved?","45","political party","185","Sure! Here's a small answer within 1 to 10 words:32 years."
"What was the name of the newspaper of League of Communists of Yugoslavia 1940?","Borba","political party","185","Borba"
"What was the name of the Military wing of League of Communists of Yugoslavia 1943?","Yugoslav Partisans","political party","185","Yugoslav Partisans"
"How many years did League of Communists of Yugoslavia was active?","71 Years (1919-1990)","political party","185","The League of Communists of Yugoslavia was active for 71 years (1919-1990)."
"What country took home the gold on May 21, 2021?","Morocco","sports event","199","Morocco"
"Who was the winner of the Women's 63 kg at the 2021 African Judo Championships on May 21, 2021?","Sandrine Billiet","sports event","199","Sarah Harachi"
"How many days did Women's 63 kg at the 2021 African Judo Championships last?","One day","sports event","199","Two days."
"After how many years of Women's 70 kg at the 2021 European Judo Championships was the location in Sofia chosen?","1 year","sports event","200","One year."
"How many years difference was there between Prague and Sofia Judo Championships?","2 years","sports event","200","Two years."
"What country was the previous European Judo Championships held in?","Czech Republic","sports event","200","Portugal"
"How many days did the 2021 European Judo Championships take place?","1 day","sports event","200","Four days."
"What country took the silver on April 17th, 2021?","France","sports event","200","France"
"Where was the location one year before the Women's 70 kg at the 2021 European Judo Championships?","Prague","sports event","200","Portugal"
"How many days did the Elliot 6m at the 2011 ISAF Sailing World Championships last?","14 days","sports event","201","The Elliot 6m at the 2011 ISAF Sailing World Championships lasted 13 days."
"How many years will Claire Leroy Elodie Bertrand Riou have to wait to try to win gold?","2 years","sports event","201","Four years."
"How many days before Anna Tunnicliffe celebrates Christmas, did she win the gold?","9 days","sports event","201","December 10"
"What country did the previous IBF World Championships take place?","Indonesia","sports event","202","Denmark"
"Where did the next IBF World Championships take place?","Birmingham","sports event","202","Copenhagen, Denmark"
"What country was able to take the gold on May 8, 1991?","China","sports event","202","China"
"Who won the gold medal in the Two-man at the IBSF World Championships 2 years before 2019?","Francesco Friedrich Thorsten Margis","sports event","203","Francesco Friedrich and Thorsten Margis (Germany)"
"How many years before the Königssee bobsleigh Two-man at the IBSF World Championships was a similar contest held?","1 year","sports event","203","Five years."
"How many years ago was the last IBSF World Championships?","One","sports event","203","Five years ago."
"How many more years for the next IBSF World Championships?","Two years","sports event","203","Three."
"What country got a silver medal on February 19, 2017 in Two-man at the IBSF World Championships?","Canada","sports event","203","Canada"
"How many years after the Königssee, Germany IBSF World Championship did another contest take place?","2 years","sports event","203","Five years."
"What days did the Women's KL3 at the 2018 ICF Canoe Sprint World Championships take place?","August 22 and Augues 23rd","sports event","204","August 22-23"
"Who was the silver medialist in the 2018 Canoe Sprint world championships","Amanda Reynolds","sports event","204","Amanda Reynolds"
"How many swedish medal winners were there in the 2018 ICE Cnoe sprint world championships?","One","sports event","204","One."
"How many countries were represented on the medal stand at the 2003 IBF World Championships for Women's Singles.","Two","sports event","205","China, Netherlands"
"What type of Medal did Gong Ruina win on August 3, 2003?","Silver","sports event","205","Silver medal."
"How often are the IBF World Championships held?","Every two years","sports event","205","Every 2 years."
"How many parties does Joe’s Biden’s is associated with in his entire lifetime?","one","holiday","206","Two."
"Who was Joe Biden married to when he was first elected to the Senate?","Unmarried","holiday","206","Neilia Hunter Biden"
"Who was the better half of Joe Biden in 1970?","Neilia Hunter","holiday","206","Esther"
"How many parties does Joe’s Biden’s is associated with in his entire lifetime?","one","holiday","206","Two."
"What time of year does Purim fall on?","Late February to mid-March","holiday","206","March"
"How long does Purim last?","A little over 24 hours","holiday","206","One day."
"What is the main thing centered around Purim?","Food and drink","holiday","206","The Book of Esther."
"How many total years (terms) does Joe Biden hold as Chair of the Senate Foreign Relations Committee?","6 years (2 terms)","holiday","206","Four years."
"Who was Joe Biden married to when he was first elected to the Senate?","Unmarried","holiday","206","Neilia Biden"
"What are 3 traditions of Hanukkah?","Lighting the Menorah, Playing Dreidel, Hanukkah Gelt","holiday","207","Lighting candles, singing songs, eating fried foods."
"What's a good Hanukkah gift?","Wall Art","holiday","207","Menorah, latkes, sufganiyot, dreidel, gelt."
"Over how many dates does Hanukkah take place?","8 days","holiday","207","Eight days."
"When will Hanukkah be taking place the latest in the year?","2024","holiday","207","December 26th"
"When will Hanukkah be taking place the earliest in the year?","2021","holiday","207","December 18th"
"How many days did Hanukkah was celebrated?","9 days","holiday","207","Eight days."
"Which date were celebrated 28 Kislev of Hanukkah in 2023?","10 December 2023","holiday","207","December 15th"
"How many days ago did 3 Tevet was celebrated in 2021?","379 days ago","holiday","207","Three days ago."
"Is it OK to say Happy Hanukkah?","The traditional greeting for the Jewish holiday of Hanukkah in English is Happy Hanukkah","holiday","207","Sure, here's a small answer within 1 to 10 words:Happy Hanukkah! 🕎️🎄"
"Yom Kippur can fall in either of which two months?","September, October","holiday","208","Tishrei"
"From 2021-2024, Yom Kippur will occur in September how many times?","2","holiday","208","Three times."
"In 2022, Yom Kippur started how many days later than it did in 2021?","19","holiday","208","Three days later."
"Which day of the Tishri does Yom Kippur take place?","10th day of Tishrei.","holiday","208","The 10th day of Tishrei."
"What are the main observances in Yom Kippur?","Fasting prayer abstaining from physical pleasures refraining from work .","holiday","208","Fasting, prayer, abstaining from physical pleasures, refraining from work."
"Over how many days does Yom Kippur take place?","2","holiday","208","Over 24 hours."
"In what year will Yom Kippur occur at the latest date?","2024","holiday","208","October 12, 2024"
"In what year did Yom Kippur occur earliest?","2021","holiday","208","The earliest Yom Kippur occurred in 10th century."
"What things are Jews not allowed to do during Yom Kippur?","Yom Kippur is observed for a 25-hour period, beginning at sundown, by refraining from work that is prohibited on Shabbat, plus five additional prohibitions: 1) eating or drinking; 2) bathing; 3) anointing the body with oil; 4) wearing leather shoes; and 5) sexual relations.","holiday","208","Fasting, prayer, abstaining from physical pleasures, refraining from work."
"What prayer is prayed on Yom Kippur?","Yom Kippur is the only day of the year when we pray Ne'ilah, the closing prayer, which is said as the sun is sinking in the west and this special day is coming to a close. Yizkor is also recited. Confession in Judaism is called Vidui (Hebrew וידוי ).","holiday","208","The prayer prayed on Yom Kippur is the Viddui, also known as the Confession."
"What happens in the synagogue on Yom Kippur?","Synagogue is a critical part of Yom Kippur, offering five prayer services. During each one, the congregation confesses its sins collectively. Some attendees wear white clothing or a kittel, a white garment that symbolizes a burial shroud, the clothing of angels, and the purity of forgiveness.","holiday","208","Prayer, fasting, and repentance."
"What type of ritual is Yom Kippur?","Atonement for personal sins, fate of each person is sealed for the upcoming year.","holiday","208","Yom Kippur is a Jewish holiday."
"What color of lights were illuminated in San Francisco City Hall?","Red, white and blue .","holiday","209","Red, white, and blue."
"Where was the celebration for national election day in United States?","San Francisco City Hall","holiday","209","United States."
"When was the national election day was celebrated on 2018?","November 6","holiday","209","November 6, 2018."
"What was the first Monday in November in 2018?","November 5th","holiday","209","November 6"
"What will the date of the second Tuesday after the first Monday of November have in 2023?","November 14th.","holiday","209","November 7"
"How many days difference in dates of 2023 and 2024 National Election Day ?","2 days","holiday","209","The difference in dates between 2023 and 2024 National Election Day is 1 day."
"What day of the week would November 1, 2021 have been?","Monday","holiday","209","Tuesday"
"How many days difference in dates was in the National Election Day of 2021 to its next year?","6 days","holiday","209","November 8 - November 2 = 364 days."
"By what number of days did the National Election Day dates differ in 2022 and 2023?","1 day","holiday","209","The National Election Day dates in 2022 and 2023 differ by 1 day."
"How many more days until the next New Year's Eve?","171 days","holiday","210","December 31, 2022."
"How many days from Christmas is New Year's Eve?","6 days","holiday","210","Seven days."
"How many days after New Year's Eve was Marguerite Martyn's sketch of a New Year's Eve celebration published?","5 days","holiday","210","Four days."
"How many Armenian churches observe Christmas in January?","three","holiday","211","Three."
"How many days after December 25 does the Armenian Evangelical Church observe Christmas?","12","holiday","211","January 6"
"What number of different days do various churches celebrate Christmas?","4","holiday","211","December 25 (Western Christianity), January 7 (Eastern Christianity), January 6 (Armenian Apostolic Church), January 19 (Armenian Patriarchate of Jerusalem)"
"Which church observes Christmas the latest in the winter?","Armenian Patriarchate of Jerusalem","holiday","211","Armenian Apostolic Church."
"Which churches celebrate Christmas on the earliest day of a calendar year, whether O.S. or not?","Armenian Apostolic Church and the Armenian Evangelical Church","holiday","211","Armenian Apostolic Church and the Armenian Evangelical Church."
"How many days apart does the Armenian Patriarchate of Jerusalem (non-O.S.) and the Armenian Apostolic Church celebrate Christmas?","13","holiday","211","January 6 (Armenian Apostolic Church) and January 19 (O.S. Jan. 6) (Armenian Patriarchate of Jerusalem)"
"How many days pass between Western Christianity's observance of Christmas and Armenian Patriarchate of Jerusalem observance?","26 days","holiday","211","January 6 (Armenian Apostolic Church and the Armenian Evangelical Church) | January 19 (O.S. Jan. 6) | (Armenian Patriarchate of Jerusalem)"
"Who celebrates Christmas last as an observance?","Armenian Patriarchate of Jerusalem","holiday","211","Christians"
"How many days pass between Western Christianity's celebration of Christmas and Most Oriental Orthodox celebration date?","14 days","holiday","211","Twelve days."
"What year was Good Friday observed on April 2?","2021","holiday","212","April 15 (Western) | April 22 (Eastern)"
"In 2024 what date will Good Friday be observed in the Eastern hemisphere?","May 3","holiday","212","May 3"
"How many years are the Eastern and Wester dates 7 days apart?","2","holiday","212","Seven days."
"How much longer is the time between the western and eastern dates in 2021 and eastern date 2024?021 than in 2023?","21 days","holiday","212","The time difference between Western and Eastern dates in 2021 and 2024 is 29 days."
"If they happened in the same year, home man days would separate the eastern date in","3","holiday","212","April 22"
"What year will Good Friday be observed on April 7?","2023","holiday","212","April 15 (Western) | April 22 (Eastern)"
"What is the day that is a week before Halloween?","October 24th","holiday","213","October 24th"
"How many days would pass between Halloween in Christmas for those who observe?","55 days","holiday","213","Here's a small answer within 1 to 10 words:40 days."
"If October 23 was a Monday, what day of the week would Halloween be on?","Tuesday","holiday","213","Thursday"
"What will the date of Thanksgiving be in 2024?","November 28","holiday","214","November 29"
"What date was Thanksgiving in 2021?","November 25","holiday","214","November 26"
"What day is Thanksgiving in 2023?","November 23.","holiday","214","November 24"
"What would the day of November 27th 2021 be referred to as?","Small Business Saturday.","holiday","214","Black Friday"
"What is the difference of days for Black Friday for 2024 and 2022?","4 days","holiday","214","Four days."
"By how many days does the dates of Black Friday differ in 2021 and 2024?","3 days","holiday","214","Three days."
"By how many days did the Black Friday dates differ in 2022 and 2021?","1 day","holiday","214","-1"
"What day did Thanksgiving fall in 2021?","November 25","holiday","214","November 26"
"What day will Thanksgiving fall on in 2023?","November 23","holiday","214","November 24"
"What date is the third Sunday of May in 2022?","May 15","holiday","215","May 8"
"Where would find Mother's Day on the calendar?","The 2nd Sunday of may.","holiday","215","Second Sunday in May"
"How often does Mother's day come around?","Once every year.","holiday","215","Annually, on the second Sunday of May."
"What date did Mother's day fall on in 2021?","May 9th","holiday","215","May 9"
"What date is the third Sunday of May in 2024?","May 19","holiday","215","May 12"
"What date is the first Sunday of May in 2023?","May 7","holiday","215","May 14"
"How many days after Dhanteras/Yama Deepam is Govardhan Puja/Balipratipada/Gujarati New Year?","three","holiday","216","Govardhan Puja/Balipratipada/Gujarati New Year is 2 days after Dhanteras/Yama Deepam."
"How many days after Dhanteras/Yama Deepam is Bhai Dooj/Vishwakarma Puja?","four","holiday","216","Bhai Dooj/Vishwakarma Puja is 2 days after Dhanteras/Yama Deepam."
"What is the date of celebration Gujarati New Year in 2022?","October 24","holiday","216","October 24"
"When was the Lakshmi puja was celebrated in deepavali starting October 21?","3 rd of deepavali festival (October 23)","holiday","216","October 23"
"For how many days is Diwali celebrated?","5 days","holiday","216","Five days."
"How many days after Dhanteras is Govardhan Puja?","3 days","holiday","216","Govardhan Puja is 3 days after Dhanteras."
"What is 2 days before Govardhan Puja?","Naraka Chaturdashi","holiday","216","Dhanteras"
"How many days in 2022 is Diwali celebrated?","five","holiday","216","Five days."
"How many days deepavali festival celebrated in october?","5 days (from october 21-25)","holiday","216","Five days."
"Other than in 2022, in what year are the Western and Eastern Easter dates 1 week apart?","2023","holiday","217","Other than in 2022, the Western and Eastern Easter dates are 1 week apart in 2021 and 2024."
"During how many years is the Western Easter date in April?","3","holiday","217","April."
"How many days were there between the Western and Eastern Easter date in 2022?","7","holiday","217","Seven days."
"In which year between 2021 and 2024 was the Western Easter date the earliest?","2021","holiday","217","April 17 (Western)"
"How many days apart were the Western and Eastern Easter dates in 2021?","28","holiday","217","The Western and Eastern Easter dates in 2021 were 28 days apart."
"How many days longer was the time between Western and Eastern Easter  dates in 2024 than in 2022","28 days","holiday","217","The time between Western and Eastern Easter dates in 2024 was 31 days longer than in 2022."
"How long does Mardi Gras last 2022?","4-8 weeks","holiday","218","March 1st, 2022"
"Which month celebrate the Mardi Gras in the year 2021?","16 February","holiday","218","March"
"In what year will Mardi Gras take place the latest in the year?","2022","holiday","218","March 1st, 2022"
"When celebrated Mardi Gras?","Annual","holiday","218","March 1st"
"How many days later does Mardi Gras start in 2022 vs. 2021?","5 days","holiday","218","March 1, 2022 - February 16, 2021 = 15 days."
"What is the date start range of Mardi Gras from 2021-2024?","February 13th-March 1st","holiday","218","February 16-17, 2021; February 21-22, 2022; February 13-14, 2023; February 12-13, 2024."
"How many other big holidays and celebrations is Mardi Gras related to?","Eight","holiday","218","Three.Shrove Tuesday, Carnival, and Ash Wednesday."
"In what year will Mardi Gras happen earliest in the year?","2024","holiday","218","March 1st, 2022"
"In how many years will Mardi Gras take place in February?","3","holiday","218","March 1st, 2022"
"Which date was celebrated as 18 Tishrei in 2021?","23 September 2021","holiday","219","September 27th (outside of Israel) or September 28th (in Israel)"
"At what time of day does Sukkot officially start?","At nightfall","holiday","219","Sunset, October 9th (2022)"
"Who was the better half of Joe Biden in 1970?","Neilia Hunter","holiday","219","Jill Biden"
"How many years after the second marriage did Joe Biden become POTUS?","44 years","holiday","219","Sure! Here's a small answer within 1 to 10 words:Joe Biden became POTUS 4 years after his second marriage."
"What positions did Joe Biden hold in 2008?","The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee","holiday","219","Vice President"
"How long does Sukkot last?","Six days","holiday","219","Sukkot lasts for 7 days."
"What date does Sukkot typically fall under in a given year?","Late September to mid-October","holiday","219","October 9-16"
"How many days before 16 Tishrei was celebrated in 2022?","69 days ago (10 October 2022)","holiday","219","Six days."
"Which date is celebrated as 20 Tishrei in 2023?","4 October 2023","holiday","219","September 29 - October 6, 2023"
"How many years passed between the HMSMontrosein being ordered and commissioned?","6","ship","222","Four years."
"How many years passed before the HMSMontrosein was ordered and launched?","4","ship","222","Sure! Here's a small answer within 1 to 10 words:14 years passed before the HMS Montrose was ordered and launched."
"How many years ago was the HMSMontrosein ordered?","34","ship","222","The HMS Montrose was ordered 34 years ago, in July 1988."
"After it launched, how long did HMSMontrosein 2005 to be commisioned?","23 months","ship","222","Two years."
"How many months passed between HMSMontrosein 2005 being laid down and launching?","21 months","ship","222","7 months"
"How long between the HMSMontrosein 2005 being ordered and it launching?","4 years","ship","222","Seven years."
"How many years after the  HMSMontrose was ordered was it launced?","4 years","ship","222","The HMS Montrose was launched 31 July 1992, 4 years after it was ordered in July 1988."
"How many decades separate when the HMSMontrose was commissioned and its refit?","2","ship","222","Three decades."
"What event took place during the same month though a different year as when the HMSMontrose was ordered?","Launched","ship","222","The event that took place during the same month though a different year as when the HMS Montrose was ordered was the commissioning of the HMS Invincible, which occurred on July 11, 1989."
"What month is the middle-most month between the month the HMS Argyll was laid down and the month it was commissioned?","April","ship","223","May"
"How much longer was the LIFEX refit  than the Major refit?","1 year","ship","223","The LIFEX refit was 2 years longer than the Major refit."
"How many years before the HMSArgyll was commissioned was it laid down?","4","ship","223","Sure! Here's a small answer within 1 to 10 words:5 years before commissioning."
"How long after the HMSArgyll was ordered was it launched?","3 years","ship","223","2 years"
"If you add the days of the month that the HMS Argyll was launched and laid down, what number would you get?","28","ship","223","The answer to the question is 20 + 8 = 28.Here's a small answer within 1 to 10 words: ""Twenty-eight."""
"How many years were between when the HMS Argyll was ordered and commissioned?","5","ship","223","5 years"
"How long after the HMSArgyll was laid down was it commissioned?","four years and two months","ship","223","Four years."
"How many years after the HMSArgyll was ordered was it launched?","two and a half","ship","223","Three years."
"How many times was the HMSArgyll refit?","two","ship","223","Twice"
"How many years does HMSAstute is service in UK Navy?","28 Years","ship","224","HMS Astute has been in service with the Royal Navy since 2010."
"Who is the Builder of HMS Somerset Launched in 1994?","Yarrow Shipbuilders","ship","224","Yarrow Shipbuilders"
"How long after the HMSSomersetin was ordered was it laid down?","9 months","ship","224","October 1992"
"How many years taken to build HMS Somerset?","2 Years","ship","224","It took 4 years to build HMS Somerset."
"Which of the HMSSomersetin's refits took place 2 decades after it was ordered?","Major","ship","224","The refit that took place 2 decades after the ship was ordered was the LIFEX 2019 onwards refit."
"How long after being laid down, did HMSSomerset launch?","2 years","ship","224","21 months"
"How long did it take for HMSSomerset to be Commisioned after being ordered?","4 years","ship","224","It took approximately 4 years for HMSSomerset to be commissioned after being ordered."
"Who Sponsored HMSSomerset in 1996?","Lady Layard","ship","224","Lady Layard"
"How many years did it take for the HMSSomersetin to be commissioned after its launch?","2","ship","224","Sure! Here's a small answer within 1 to 10 words:2 years."
"How old was Fernando Alonso in the year he won the Spanish Grand Prix?","32","f1","258","Sure! Here's a small answer within 1 to 10 words:Fernando Alonso was 32 years old when he won the Spanish Grand Prix."
"What is the sum total of Fernando Alonso's two car numbers?","22","f1","258","The sum total of Fernando Alonso's two car numbers is 14 + 8 = 22."
"How old was Fernando Alonso in the year he had his first entry?","20","f1","258","Fernando Alonso was 29 years old when he had his first entry in Formula One in 2001."
"How old was Diaz in his first entry in his Formula One World Championship career?","20","f1","258","Fernando Alonso was 29 years old in his first entry in his Formula One World Championship career."
"What year did Fernando Alonso enter the Australian Grand Prix?","2001","f1","258","Alonso entered the Australian Grand Prix in 2001."
"In what other racing championships did Diaz debut during his years he debuted in the FIA World Endurance Championship career?","24 Hours of Le Mans career","f1","258","Formula One World Championship, IndyCar Series, 24 Hours of Le Mans."
"Where was Fernando Alonso's first Grand Prix won?","Hungarian Grand Prix","f1","258","Hungarian Grand Prix"
"What year was Fernando Alonso's last Grand Prix entry?","2022","f1","258","Sure! Here's a small answer within 1 to 10 words:2018."
"How many years were between Diaz's first win in the Formula One World Championships and his debut season in the FIA World Endurance Championship career?","15","f1","258","Sure! Here's a small answer within 1 to 10 words:11 years."
"How long after Button's Formula One career began did he have his first win?","6 years","f1","259","Six years."
"What nationality is Jenson Button?","British","f1","259","British"
"What year did Jenson Button win his first championship?","2009","f1","259","Sure! Here's a small answer within 1 to 10 words:2009."
"How old was Jenson Button when he began his race career?","20 years old","f1","259","Jenson Button was 20 years old when he began his F1 race career."
"How many years did Jenson Button race?","17 years","f1","259","Jenson Button raced for 17 years."
